NOUN,VERB,ADJ,ADV,generated,PERSON,ORGANIZATION,GPE,LOCATION,GSP,FACILITY
192,80,52,17,1,1.0,6.0,2.0,0.0,0.0,0.0
175,81,54,25,1,3.0,2.0,1.0,0.0,0.0,0.0
172,88,66,25,1,0.0,2.0,1.0,0.0,0.0,0.0
224,95,69,36,1,2.0,2.0,1.0,0.0,0.0,0.0
132,65,40,11,1,3.0,2.0,0.0,0.0,0.0,0.0
162,92,54,21,1,1.0,2.0,2.0,0.0,0.0,0.0
184,93,64,25,1,0.0,4.0,0.0,0.0,0.0,0.0
228,101,64,24,1,2.0,4.0,1.0,0.0,0.0,0.0
189,104,59,25,1,2.0,5.0,3.0,0.0,0.0,0.0
194,83,66,19,1,3.0,1.0,4.0,0.0,0.0,0.0
205,97,68,21,1,4.0,4.0,2.0,0.0,0.0,0.0
212,84,77,29,1,2.0,4.0,1.0,0.0,0.0,0.0
184,77,59,22,1,1.0,2.0,3.0,0.0,0.0,0.0
231,96,62,27,1,2.0,4.0,4.0,0.0,0.0,0.0
189,81,50,20,1,4.0,5.0,5.0,0.0,0.0,0.0
201,86,63,14,1,1.0,5.0,2.0,0.0,0.0,0.0
167,83,67,10,1,0.0,2.0,1.0,0.0,0.0,0.0
208,83,50,18,1,1.0,4.0,3.0,0.0,0.0,0.0
199,90,61,24,1,2.0,4.0,4.0,0.0,0.0,0.0
156,87,47,13,1,0.0,3.0,1.0,0.0,0.0,0.0
203,103,63,22,1,2.0,4.0,2.0,0.0,0.0,0.0
199,93,58,20,1,2.0,7.0,3.0,0.0,0.0,0.0
202,95,62,28,1,0.0,4.0,3.0,0.0,0.0,0.0
174,84,61,15,1,1.0,5.0,3.0,0.0,0.0,0.0
208,115,61,28,1,2.0,3.0,1.0,0.0,0.0,0.0
185,94,57,21,1,2.0,5.0,3.0,0.0,0.0,0.0
197,90,62,21,1,0.0,2.0,1.0,0.0,0.0,0.0
205,99,62,25,1,0.0,3.0,1.0,0.0,0.0,0.0
223,103,75,21,1,1.0,2.0,1.0,0.0,0.0,0.0
230,108,78,22,1,3.0,6.0,2.0,0.0,0.0,0.0
191,97,61,29,1,2.0,2.0,3.0,0.0,0.0,0.0
173,79,55,11,1,0.0,2.0,1.0,0.0,0.0,0.0
197,95,58,22,1,2.0,2.0,1.0,0.0,0.0,0.0
202,91,70,20,1,3.0,5.0,2.0,0.0,0.0,0.0
191,97,57,23,1,1.0,2.0,1.0,0.0,0.0,0.0
185,83,56,12,1,0.0,5.0,2.0,0.0,0.0,0.0
177,86,59,20,1,1.0,2.0,1.0,0.0,0.0,0.0
180,73,51,13,1,0.0,5.0,2.0,0.0,0.0,0.0
220,92,75,12,1,3.0,7.0,2.0,0.0,0.0,0.0
202,87,67,12,1,4.0,5.0,1.0,0.0,0.0,0.0
201,99,61,20,1,2.0,2.0,1.0,0.0,0.0,0.0
185,93,61,21,1,1.0,1.0,1.0,0.0,0.0,0.0
177,82,61,23,1,0.0,3.0,2.0,0.0,0.0,0.0
213,90,68,23,1,5.0,4.0,4.0,0.0,0.0,0.0
196,91,66,31,1,3.0,4.0,4.0,0.0,0.0,0.0
173,83,61,18,1,5.0,4.0,3.0,0.0,0.0,0.0
215,100,71,19,1,0.0,4.0,2.0,2.0,0.0,0.0
178,78,50,13,1,1.0,3.0,2.0,0.0,0.0,0.0
173,76,62,20,1,2.0,1.0,1.0,0.0,0.0,0.0
198,105,56,22,1,3.0,2.0,3.0,0.0,0.0,0.0
192,90,63,15,1,2.0,5.0,1.0,0.0,0.0,0.0
184,85,56,23,1,1.0,3.0,1.0,0.0,0.0,0.0
196,94,60,27,1,2.0,2.0,2.0,0.0,0.0,0.0
174,86,64,27,1,0.0,4.0,1.0,0.0,0.0,0.0
205,89,68,20,1,4.0,3.0,5.0,0.0,0.0,0.0
176,83,54,16,1,3.0,5.0,1.0,0.0,0.0,0.0
185,89,67,24,1,2.0,3.0,1.0,0.0,0.0,0.0
178,82,67,15,1,1.0,3.0,5.0,0.0,0.0,0.0
179,78,55,15,1,2.0,4.0,2.0,0.0,0.0,0.0
242,103,79,18,1,3.0,5.0,1.0,0.0,0.0,0.0
181,92,63,16,1,1.0,2.0,2.0,0.0,0.0,0.0
206,86,64,17,1,2.0,3.0,1.0,0.0,0.0,0.0
158,75,56,17,1,1.0,3.0,1.0,0.0,0.0,0.0
206,89,56,13,1,4.0,3.0,3.0,0.0,0.0,0.0
143,77,45,22,1,0.0,2.0,2.0,0.0,0.0,0.0
157,81,52,21,1,3.0,2.0,1.0,0.0,0.0,0.0
184,77,49,19,1,3.0,3.0,2.0,0.0,0.0,0.0
210,87,76,24,1,3.0,2.0,3.0,0.0,0.0,0.0
219,87,62,17,1,2.0,5.0,1.0,0.0,0.0,0.0
206,102,61,22,1,1.0,5.0,2.0,0.0,0.0,0.0
177,74,56,13,1,0.0,4.0,0.0,0.0,0.0,0.0
170,86,59,21,1,1.0,2.0,2.0,0.0,0.0,0.0
205,114,73,19,1,2.0,1.0,3.0,0.0,0.0,0.0
219,90,77,19,1,1.0,3.0,1.0,0.0,0.0,0.0
185,82,53,21,1,2.0,4.0,2.0,0.0,0.0,0.0
208,103,60,28,1,3.0,3.0,2.0,0.0,0.0,0.0
187,88,53,16,1,2.0,4.0,2.0,0.0,0.0,0.0
182,74,62,16,1,1.0,3.0,5.0,0.0,0.0,0.0
179,77,67,28,1,0.0,4.0,4.0,0.0,0.0,0.0
166,78,46,13,1,3.0,2.0,1.0,0.0,0.0,0.0
197,105,66,25,1,0.0,1.0,1.0,0.0,0.0,0.0
180,71,65,14,1,2.0,5.0,2.0,0.0,0.0,0.0
226,111,61,23,1,2.0,8.0,2.0,0.0,0.0,0.0
223,113,64,24,1,3.0,3.0,3.0,0.0,0.0,0.0
205,102,72,23,1,1.0,3.0,2.0,0.0,0.0,0.0
212,104,73,17,1,2.0,6.0,2.0,0.0,0.0,0.0
193,90,60,17,1,3.0,4.0,3.0,0.0,0.0,0.0
181,81,56,17,1,2.0,4.0,2.0,0.0,0.0,0.0
171,71,53,18,1,2.0,5.0,1.0,0.0,0.0,0.0
197,88,54,16,1,2.0,3.0,1.0,0.0,0.0,0.0
255,101,55,16,1,4.0,8.0,3.0,0.0,0.0,0.0
211,104,67,17,1,0.0,2.0,2.0,0.0,0.0,0.0
196,97,66,13,1,2.0,5.0,2.0,0.0,0.0,0.0
195,89,61,24,1,2.0,2.0,1.0,0.0,0.0,0.0
191,91,64,23,1,2.0,5.0,2.0,0.0,0.0,0.0
217,110,80,29,1,1.0,2.0,3.0,0.0,0.0,0.0
210,89,62,22,1,2.0,3.0,1.0,0.0,0.0,0.0
193,86,75,23,1,2.0,2.0,1.0,0.0,0.0,0.0
228,101,68,28,1,4.0,3.0,3.0,0.0,0.0,0.0
184,95,59,25,1,3.0,2.0,2.0,0.0,0.0,0.0
192,86,54,22,1,3.0,4.0,3.0,0.0,0.0,0.0
181,87,64,23,1,1.0,4.0,3.0,0.0,0.0,0.0
152,86,42,17,1,1.0,3.0,1.0,0.0,0.0,0.0
176,81,46,21,1,0.0,3.0,2.0,0.0,0.0,0.0
183,81,67,20,1,3.0,2.0,1.0,0.0,0.0,0.0
164,77,66,15,1,0.0,2.0,3.0,0.0,0.0,0.0
188,75,70,19,1,2.0,5.0,3.0,0.0,0.0,0.0
159,78,48,17,1,0.0,4.0,3.0,0.0,0.0,0.0
208,95,74,28,1,2.0,2.0,2.0,0.0,0.0,0.0
215,87,64,24,1,2.0,2.0,4.0,0.0,0.0,0.0
195,79,57,17,1,3.0,3.0,3.0,0.0,0.0,0.0
184,86,53,17,1,1.0,2.0,1.0,0.0,0.0,0.0
161,78,50,14,1,2.0,1.0,2.0,0.0,0.0,0.0
190,88,60,27,1,4.0,3.0,1.0,0.0,0.0,0.0
193,93,64,12,1,3.0,4.0,2.0,0.0,0.0,0.0
188,90,57,28,1,3.0,3.0,2.0,0.0,0.0,0.0
192,86,63,21,1,2.0,4.0,2.0,0.0,0.0,0.0
207,94,59,13,1,1.0,6.0,2.0,0.0,0.0,0.0
212,93,64,18,1,4.0,4.0,2.0,0.0,0.0,0.0
204,95,65,22,1,2.0,3.0,3.0,0.0,0.0,0.0
223,103,71,14,1,0.0,5.0,2.0,0.0,0.0,0.0
195,94,72,31,1,1.0,3.0,2.0,0.0,0.0,0.0
174,82,45,19,1,2.0,4.0,1.0,0.0,0.0,0.0
198,89,67,16,1,4.0,2.0,1.0,0.0,0.0,0.0
195,98,65,18,1,2.0,3.0,3.0,0.0,0.0,0.0
209,97,71,22,1,4.0,3.0,1.0,0.0,0.0,0.0
214,108,55,26,1,4.0,2.0,2.0,0.0,0.0,0.0
205,100,61,23,1,1.0,2.0,4.0,0.0,0.0,0.0
206,97,68,22,1,2.0,2.0,2.0,0.0,0.0,0.0
186,83,53,18,1,4.0,2.0,1.0,0.0,0.0,0.0
190,88,58,25,1,1.0,1.0,1.0,0.0,0.0,0.0
160,87,54,12,1,0.0,3.0,2.0,0.0,0.0,0.0
242,102,71,20,1,3.0,7.0,2.0,0.0,0.0,0.0
203,98,64,22,1,2.0,4.0,2.0,0.0,0.0,0.0
243,116,66,23,1,1.0,5.0,3.0,0.0,0.0,0.0
206,96,73,25,1,0.0,2.0,2.0,0.0,0.0,0.0
190,100,52,26,1,0.0,3.0,1.0,0.0,0.0,0.0
201,100,71,29,1,2.0,4.0,1.0,0.0,0.0,0.0
192,83,62,16,1,2.0,1.0,1.0,0.0,0.0,0.0
196,82,56,14,1,4.0,6.0,3.0,0.0,0.0,0.0
169,84,52,18,1,0.0,1.0,2.0,0.0,0.0,0.0
190,86,47,17,1,2.0,3.0,2.0,0.0,0.0,0.0
169,79,58,20,1,0.0,2.0,2.0,0.0,0.0,0.0
211,103,68,20,1,3.0,3.0,1.0,0.0,0.0,0.0
229,110,82,23,1,3.0,4.0,2.0,0.0,0.0,0.0
179,73,41,15,1,2.0,6.0,1.0,0.0,0.0,0.0
170,83,56,20,1,3.0,2.0,1.0,0.0,0.0,0.0
205,103,71,18,1,2.0,5.0,3.0,0.0,0.0,0.0
212,99,63,23,1,2.0,3.0,3.0,0.0,0.0,0.0
186,89,49,15,1,1.0,4.0,2.0,0.0,0.0,0.0
236,105,73,23,1,4.0,5.0,3.0,0.0,0.0,0.0
173,93,50,18,1,2.0,4.0,2.0,0.0,0.0,0.0
219,106,65,28,1,0.0,6.0,1.0,0.0,0.0,0.0
190,103,64,21,1,2.0,2.0,3.0,0.0,0.0,0.0
233,96,66,25,1,3.0,4.0,3.0,0.0,0.0,0.0
173,88,50,25,1,0.0,4.0,0.0,0.0,0.0,0.0
171,83,54,14,1,3.0,2.0,1.0,0.0,0.0,0.0
175,82,52,22,1,2.0,6.0,2.0,0.0,0.0,0.0
174,78,76,23,1,3.0,2.0,1.0,0.0,0.0,0.0
212,95,66,20,1,2.0,8.0,3.0,0.0,0.0,0.0
198,92,79,14,1,1.0,3.0,1.0,0.0,0.0,0.0
190,92,66,19,1,3.0,2.0,2.0,0.0,0.0,0.0
199,106,62,16,1,3.0,4.0,2.0,0.0,0.0,0.0
236,101,81,30,1,0.0,4.0,1.0,0.0,0.0,0.0
161,90,56,14,1,0.0,3.0,0.0,0.0,0.0,0.0
206,87,65,18,1,2.0,4.0,3.0,0.0,0.0,0.0
142,46,51,21,1,8.0,0.0,6.0,0.0,0.0,0.0
168,80,46,33,1,6.0,3.0,9.0,0.0,0.0,0.0
178,56,59,26,1,9.0,4.0,7.0,0.0,1.0,0.0
207,66,43,23,1,9.0,4.0,14.0,0.0,0.0,0.0
170,59,54,18,1,8.0,1.0,6.0,0.0,0.0,0.0
171,76,56,21,1,4.0,3.0,11.0,0.0,0.0,0.0
180,57,56,18,1,6.0,3.0,9.0,0.0,0.0,0.0
183,75,57,26,1,5.0,2.0,9.0,0.0,0.0,0.0
182,79,60,18,1,4.0,3.0,10.0,0.0,0.0,0.0
167,68,57,23,1,6.0,1.0,8.0,0.0,0.0,0.0
153,76,44,28,1,4.0,0.0,7.0,0.0,0.0,0.0
174,78,59,18,1,6.0,1.0,9.0,0.0,0.0,0.0
131,73,54,25,1,4.0,1.0,7.0,0.0,0.0,0.0
190,69,52,26,1,6.0,2.0,8.0,0.0,0.0,0.0
10,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0
7,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
134,72,41,26,1,4.0,3.0,1.0,0.0,0.0,0.0
147,66,41,21,1,5.0,7.0,2.0,0.0,0.0,0.0
1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
7,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
132,74,27,19,1,5.0,4.0,1.0,0.0,0.0,0.0
145,73,48,18,1,4.0,5.0,3.0,0.0,0.0,0.0
8,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
117,44,30,15,1,3.0,5.0,1.0,0.0,0.0,0.0
111,55,40,26,1,1.0,4.0,1.0,0.0,0.0,0.0
148,68,55,29,1,3.0,3.0,0.0,0.0,0.0,0.0
148,87,49,21,1,3.0,5.0,1.0,0.0,0.0,0.0
165,74,43,22,1,3.0,4.0,1.0,0.0,0.0,0.0
153,67,52,23,1,2.0,4.0,2.0,0.0,0.0,0.0
139,66,41,19,1,1.0,2.0,1.0,0.0,0.0,0.0
140,60,39,18,1,2.0,6.0,1.0,0.0,0.0,0.0
135,55,46,19,1,4.0,2.0,2.0,0.0,1.0,0.0
145,52,41,13,1,3.0,2.0,1.0,0.0,0.0,0.0
150,70,51,34,1,1.0,3.0,2.0,0.0,0.0,0.0
147,59,43,17,1,6.0,3.0,3.0,0.0,0.0,0.0
131,73,45,24,1,3.0,6.0,1.0,0.0,0.0,0.0
147,70,40,17,1,6.0,3.0,1.0,0.0,0.0,0.0
142,72,52,22,1,3.0,4.0,3.0,0.0,0.0,0.0
145,62,49,20,1,1.0,4.0,0.0,0.0,0.0,0.0
154,73,45,23,1,1.0,3.0,1.0,0.0,0.0,0.0
126,60,39,28,1,4.0,3.0,3.0,0.0,0.0,0.0
145,63,41,26,1,3.0,6.0,2.0,0.0,0.0,0.0
139,66,48,22,1,2.0,5.0,0.0,0.0,0.0,0.0
147,62,42,16,1,2.0,5.0,1.0,0.0,0.0,0.0
157,71,54,22,1,5.0,6.0,2.0,0.0,1.0,0.0
78,89,21,35,0,3.0,1.0,1.0,0.0,0.0,0.0
85,71,20,34,0,0.0,0.0,0.0,0.0,0.0,0.0
44,43,15,11,0,0.0,0.0,0.0,0.0,0.0,0.0
52,42,16,12,0,0.0,3.0,1.0,0.0,0.0,0.0
82,59,27,19,0,3.0,0.0,0.0,0.0,0.0,0.0
142,102,32,38,0,1.0,1.0,0.0,0.0,0.0,0.0
132,124,40,43,0,1.0,0.0,1.0,0.0,0.0,0.0
117,106,25,23,0,1.0,9.0,0.0,0.0,0.0,0.0
154,117,46,32,0,2.0,1.0,0.0,0.0,0.0,0.0
89,80,25,22,0,3.0,2.0,0.0,0.0,0.0,0.0
62,37,15,13,0,1.0,0.0,1.0,0.0,0.0,0.0
77,69,21,28,0,1.0,0.0,0.0,0.0,0.0,0.0
52,57,18,17,0,0.0,0.0,0.0,0.0,0.0,0.0
143,84,39,31,0,0.0,0.0,0.0,0.0,0.0,0.0
118,69,30,35,0,0.0,1.0,1.0,0.0,0.0,0.0
109,116,41,37,0,2.0,0.0,0.0,0.0,0.0,0.0
84,96,31,35,0,0.0,0.0,0.0,0.0,0.0,0.0
72,49,15,18,0,1.0,1.0,1.0,0.0,0.0,0.0
62,53,20,12,0,0.0,0.0,1.0,0.0,0.0,0.0
143,62,21,9,0,4.0,8.0,2.0,0.0,0.0,0.0
123,92,30,15,0,1.0,1.0,2.0,0.0,0.0,0.0
136,75,29,16,0,5.0,3.0,4.0,0.0,1.0,0.0
66,37,25,12,0,2.0,1.0,1.0,0.0,0.0,0.0
37,49,4,17,0,0.0,0.0,0.0,0.0,0.0,0.0
144,105,32,25,0,1.0,4.0,0.0,0.0,0.0,0.0
119,96,40,21,0,1.0,0.0,0.0,0.0,0.0,0.0
70,71,22,19,0,0.0,1.0,0.0,0.0,0.0,0.0
53,49,11,15,0,0.0,2.0,0.0,0.0,0.0,0.0
160,134,34,26,0,2.0,3.0,3.0,0.0,0.0,0.0
137,95,41,40,0,4.0,3.0,1.0,0.0,0.0,0.0
72,62,26,28,0,1.0,0.0,0.0,0.0,0.0,0.0
102,80,17,21,0,3.0,3.0,0.0,0.0,0.0,0.0
89,101,29,33,0,0.0,0.0,1.0,0.0,0.0,0.0
146,143,58,49,0,1.0,0.0,0.0,0.0,0.0,0.0
167,136,52,60,0,0.0,1.0,0.0,0.0,0.0,0.0
86,77,27,22,0,0.0,0.0,1.0,0.0,0.0,0.0
95,63,25,23,0,4.0,5.0,2.0,0.0,0.0,0.0
73,96,23,34,0,1.0,0.0,0.0,0.0,0.0,0.0
77,88,15,36,0,0.0,0.0,1.0,0.0,0.0,0.0
100,144,24,44,0,0.0,1.0,1.0,0.0,0.0,0.0
157,105,42,25,0,3.0,4.0,1.0,0.0,0.0,0.0
215,107,37,25,0,12.0,8.0,2.0,0.0,0.0,0.0
80,81,11,20,0,2.0,1.0,0.0,0.0,0.0,0.0
58,71,12,11,0,1.0,0.0,1.0,0.0,0.0,0.0
134,114,26,24,0,1.0,1.0,0.0,0.0,0.0,0.0
60,58,16,25,0,0.0,0.0,1.0,0.0,0.0,0.0
132,87,30,32,0,2.0,2.0,2.0,0.0,0.0,0.0
109,107,26,40,0,1.0,0.0,3.0,0.0,0.0,0.0
112,92,38,34,0,0.0,1.0,0.0,0.0,0.0,0.0
118,115,24,30,0,4.0,4.0,8.0,0.0,0.0,0.0
76,59,20,18,0,0.0,1.0,1.0,0.0,0.0,0.0
116,91,23,40,0,0.0,0.0,1.0,0.0,0.0,0.0
128,123,32,45,0,1.0,2.0,0.0,0.0,0.0,0.0
141,112,35,39,0,3.0,5.0,3.0,0.0,0.0,0.0
97,64,25,28,0,2.0,2.0,3.0,0.0,0.0,0.0
57,60,7,10,0,0.0,0.0,0.0,0.0,0.0,0.0
77,81,22,24,0,0.0,0.0,0.0,0.0,0.0,0.0
45,51,15,22,0,0.0,0.0,0.0,0.0,0.0,0.0
105,76,18,12,0,1.0,1.0,1.0,0.0,1.0,0.0
94,95,19,22,0,0.0,0.0,0.0,0.0,0.0,0.0
62,73,17,28,0,0.0,0.0,0.0,0.0,0.0,0.0
42,41,12,8,0,0.0,0.0,0.0,0.0,0.0,0.0
77,63,17,22,0,2.0,2.0,5.0,0.0,0.0,0.0
49,53,16,18,0,1.0,0.0,0.0,0.0,0.0,0.0
185,152,32,36,0,4.0,2.0,0.0,0.0,0.0,0.0
108,69,27,19,0,5.0,2.0,2.0,0.0,0.0,0.0
125,79,28,24,0,1.0,1.0,3.0,0.0,0.0,0.0
107,99,33,40,0,1.0,0.0,0.0,0.0,0.0,0.0
72,77,18,19,0,1.0,0.0,0.0,0.0,0.0,0.0
48,43,9,7,0,0.0,0.0,0.0,0.0,0.0,0.0
66,56,21,31,0,1.0,1.0,1.0,0.0,0.0,0.0
139,142,39,44,0,1.0,0.0,0.0,0.0,0.0,0.0
79,71,19,27,0,1.0,0.0,0.0,0.0,0.0,0.0
82,57,24,19,0,0.0,4.0,1.0,0.0,0.0,0.0
89,85,29,26,0,0.0,0.0,0.0,0.0,0.0,0.0
76,68,13,15,0,2.0,0.0,2.0,0.0,0.0,0.0
165,133,27,29,0,1.0,2.0,1.0,0.0,0.0,0.0
80,114,26,32,0,1.0,0.0,0.0,0.0,0.0,0.0
95,106,24,30,0,0.0,0.0,0.0,0.0,0.0,0.0
132,100,28,33,0,1.0,2.0,2.0,0.0,0.0,0.0
142,92,46,29,0,0.0,2.0,0.0,0.0,0.0,0.0
111,76,32,14,0,1.0,1.0,2.0,0.0,0.0,0.0
118,121,26,37,0,0.0,0.0,0.0,0.0,0.0,0.0
133,105,31,29,0,1.0,2.0,0.0,0.0,0.0,0.0
64,63,14,21,0,0.0,1.0,1.0,0.0,0.0,0.0
43,57,18,10,0,1.0,0.0,0.0,0.0,0.0,0.0
84,50,16,15,0,0.0,0.0,0.0,0.0,0.0,0.0
104,94,24,35,0,0.0,0.0,0.0,0.0,0.0,0.0
112,89,23,18,0,1.0,2.0,2.0,0.0,0.0,0.0
68,46,12,21,0,0.0,1.0,0.0,0.0,0.0,0.0
130,127,45,39,0,0.0,0.0,1.0,0.0,0.0,0.0
65,64,18,27,0,3.0,1.0,0.0,0.0,0.0,0.0
169,139,43,49,0,3.0,1.0,0.0,0.0,0.0,0.0
94,55,14,14,0,0.0,0.0,15.0,1.0,1.0,0.0
129,147,33,39,0,2.0,0.0,0.0,0.0,0.0,1.0
97,89,31,31,0,1.0,1.0,0.0,0.0,0.0,0.0
72,56,15,10,0,1.0,0.0,0.0,0.0,0.0,0.0
403,198,81,36,0,11.0,8.0,8.0,0.0,0.0,0.0
76,111,21,41,0,0.0,0.0,0.0,0.0,0.0,0.0
106,95,29,58,0,4.0,2.0,1.0,0.0,0.0,0.0
111,107,27,17,0,0.0,0.0,0.0,0.0,0.0,0.0
115,121,31,32,0,1.0,0.0,0.0,0.0,0.0,0.0
75,85,33,23,0,2.0,1.0,0.0,0.0,0.0,0.0
165,128,44,32,0,0.0,2.0,1.0,0.0,0.0,0.0
72,80,34,19,0,1.0,0.0,0.0,0.0,0.0,0.0
90,89,22,22,0,1.0,0.0,0.0,0.0,0.0,0.0
82,82,24,25,0,1.0,0.0,1.0,0.0,0.0,0.0
68,62,17,22,0,3.0,0.0,0.0,0.0,0.0,0.0
105,110,24,26,0,1.0,1.0,1.0,0.0,0.0,0.0
170,91,35,15,0,4.0,8.0,5.0,0.0,1.0,0.0
46,68,15,27,0,1.0,0.0,0.0,0.0,0.0,0.0
57,51,16,14,0,0.0,0.0,0.0,0.0,0.0,0.0
59,53,12,17,0,1.0,1.0,1.0,0.0,0.0,0.0
103,117,38,48,0,1.0,0.0,0.0,0.0,0.0,0.0
55,54,12,14,0,0.0,1.0,0.0,0.0,0.0,0.0
129,105,22,29,0,0.0,1.0,1.0,0.0,0.0,0.0
79,85,23,18,0,1.0,1.0,0.0,0.0,0.0,0.0
100,125,24,30,0,0.0,2.0,0.0,0.0,0.0,0.0
59,57,12,16,0,0.0,0.0,0.0,0.0,0.0,0.0
78,86,23,19,0,1.0,1.0,1.0,0.0,0.0,0.0
99,108,32,35,0,0.0,0.0,0.0,0.0,0.0,0.0
74,74,16,27,0,0.0,0.0,0.0,0.0,0.0,0.0
63,67,16,21,0,0.0,0.0,0.0,0.0,0.0,0.0
120,112,30,39,0,4.0,2.0,0.0,0.0,0.0,0.0
76,76,27,30,0,0.0,0.0,1.0,0.0,0.0,0.0
126,62,29,15,0,9.0,3.0,2.0,0.0,0.0,0.0
215,125,52,41,0,3.0,6.0,2.0,0.0,0.0,0.0
142,131,51,27,0,2.0,2.0,0.0,0.0,1.0,0.0
86,99,22,38,0,1.0,1.0,0.0,0.0,0.0,0.0
45,48,12,21,0,0.0,0.0,0.0,0.0,0.0,0.0
143,146,41,36,0,0.0,1.0,0.0,0.0,0.0,0.0
130,135,42,34,0,1.0,1.0,2.0,0.0,0.0,0.0
98,83,28,15,0,2.0,1.0,0.0,0.0,0.0,0.0
93,83,21,20,0,0.0,0.0,1.0,0.0,0.0,0.0
99,62,31,18,0,3.0,0.0,0.0,0.0,0.0,0.0
128,124,34,45,0,1.0,0.0,0.0,0.0,0.0,0.0
65,63,21,19,0,0.0,1.0,0.0,0.0,0.0,0.0
103,68,29,21,0,1.0,1.0,0.0,0.0,0.0,0.0
123,123,34,56,0,3.0,2.0,3.0,0.0,0.0,0.0
132,157,40,53,0,1.0,1.0,3.0,0.0,0.0,0.0
63,81,21,29,0,0.0,0.0,0.0,0.0,0.0,0.0
102,95,20,28,0,2.0,0.0,0.0,0.0,0.0,0.0
95,94,21,32,0,2.0,1.0,1.0,0.0,0.0,0.0
94,69,24,17,0,1.0,0.0,1.0,0.0,0.0,0.0
71,68,15,18,0,0.0,0.0,1.0,0.0,0.0,0.0
85,45,19,12,0,0.0,1.0,2.0,0.0,0.0,0.0
199,153,41,50,0,7.0,5.0,1.0,0.0,0.0,0.0
78,80,15,25,0,0.0,0.0,1.0,0.0,0.0,0.0
144,113,25,34,0,1.0,0.0,2.0,0.0,0.0,0.0
84,98,21,30,0,1.0,0.0,0.0,0.0,0.0,0.0
78,92,28,20,0,2.0,1.0,0.0,0.0,0.0,0.0
81,66,17,13,0,0.0,1.0,2.0,0.0,0.0,0.0
235,117,53,38,0,20.0,5.0,3.0,0.0,0.0,0.0
112,87,26,18,0,0.0,2.0,1.0,0.0,0.0,0.0
84,58,16,11,0,1.0,2.0,1.0,0.0,0.0,0.0
85,60,17,17,0,1.0,2.0,3.0,0.0,0.0,0.0
116,106,37,23,0,0.0,1.0,0.0,0.0,0.0,0.0
96,69,25,17,0,1.0,3.0,0.0,0.0,0.0,0.0
197,138,73,55,0,2.0,3.0,1.0,0.0,0.0,0.0
131,104,37,26,0,1.0,1.0,0.0,0.0,0.0,0.0
118,104,29,29,0,5.0,1.0,0.0,0.0,0.0,0.0
110,115,37,34,0,0.0,0.0,1.0,0.0,0.0,0.0
70,61,24,17,0,1.0,1.0,2.0,0.0,0.0,0.0
141,93,24,26,0,1.0,0.0,1.0,0.0,0.0,0.0
91,83,19,28,0,0.0,0.0,0.0,0.0,0.0,0.0
122,72,21,11,0,4.0,3.0,1.0,0.0,0.0,0.0
46,46,9,10,0,0.0,1.0,1.0,0.0,0.0,0.0
162,149,25,34,0,0.0,2.0,1.0,0.0,0.0,0.0
139,70,30,13,0,4.0,2.0,1.0,0.0,0.0,0.0
109,97,30,46,0,2.0,1.0,1.0,0.0,0.0,0.0
139,106,44,31,0,0.0,0.0,1.0,0.0,0.0,0.0
125,68,23,16,0,3.0,1.0,0.0,0.0,0.0,0.0
62,51,11,19,0,0.0,1.0,0.0,0.0,0.0,0.0
68,58,12,21,0,0.0,0.0,0.0,0.0,0.0,0.0
100,90,21,28,0,5.0,3.0,0.0,0.0,0.0,0.0
154,112,38,30,0,0.0,3.0,2.0,0.0,0.0,0.0
139,106,34,39,0,1.0,0.0,1.0,0.0,0.0,0.0
134,92,41,17,0,1.0,2.0,0.0,0.0,0.0,0.0
52,58,28,10,0,0.0,0.0,0.0,0.0,0.0,0.0
78,117,22,44,0,1.0,0.0,1.0,0.0,0.0,0.0
121,82,41,25,0,4.0,5.0,4.0,0.0,0.0,0.0
157,87,42,30,0,3.0,4.0,1.0,0.0,0.0,0.0
42,53,16,17,0,0.0,0.0,0.0,0.0,0.0,0.0
162,120,35,33,0,3.0,3.0,1.0,0.0,0.0,0.0
127,106,21,27,0,4.0,0.0,1.0,0.0,0.0,0.0
106,72,20,23,0,1.0,2.0,0.0,0.0,0.0,0.0
176,96,44,20,0,3.0,2.0,2.0,0.0,0.0,0.0
86,89,31,38,0,0.0,0.0,0.0,0.0,0.0,0.0
81,49,13,23,0,0.0,1.0,1.0,0.0,0.0,0.0
98,104,34,29,0,1.0,0.0,0.0,0.0,0.0,0.0
121,89,22,35,0,5.0,0.0,0.0,0.0,0.0,0.0
124,95,32,33,0,0.0,3.0,1.0,0.0,0.0,0.0
100,98,23,61,0,1.0,0.0,1.0,0.0,0.0,0.0
119,92,48,20,0,3.0,2.0,0.0,0.0,0.0,0.0
77,77,11,19,0,0.0,0.0,0.0,0.0,1.0,0.0
209,142,47,73,0,9.0,5.0,1.0,0.0,0.0,0.0
115,161,28,55,0,2.0,0.0,0.0,0.0,0.0,0.0
72,75,14,23,0,0.0,1.0,0.0,0.0,0.0,0.0
111,135,28,46,0,1.0,0.0,2.0,0.0,0.0,0.0
